revenue,averageRating
19.488165,8.189265
18.55055,7.5263915
20.464651,7.3175216
19.211718,5.937313
17.104729,5.6793237
19.393192,5.7295833
17.862707,6.49526
18.468079,7.44071
19.08023,6.44678
18.088953,7.100193
18.273643,7.220784
18.741714,6.5359497
17.25533,6.6794972
19.373362,7.2475815
16.95865,7.6482573
17.892021,6.9772344
16.674229,6.5010204
18.84361,6.780034
19.630587,6.5900598
17.308073,6.1104584
18.10256,5.072375
19.823933,6.3159595
18.112995,6.296169
17.764889,5.8181057
19.026543,6.0493875
18.838875,5.1718493
17.045202,7.768859
17.973747,5.398832
17.560875,6.664747
18.553871,5.790717
18.7982,6.9085484
18.76257,6.6644597
17.07992,8.13649
18.685585,5.312303
17.86313,6.6391044
18.660187,7.4727297
16.136816,7.7503333
18.005173,6.0258417
20.35427,7.290945
15.822769,6.998345
18.29168,6.474563
17.834444,7.2537313
18.4468,5.834613
18.165442,6.975431
17.707708,7.1377454
18.030724,6.2217374
18.196238,7.3915915
18.470827,6.7238216
17.75413,5.9567885
15.568876,8.361053
19.264486,8.49847
18.590273,6.7020783
18.514044,5.9721236
19.130821,5.324819
17.564829,6.380387
18.758823,7.3761153
17.852863,6.44003
18.445019,6.266717
16.946854,6.0188923
17.817915,6.707374
16.89591,7.6989284
20.143026,6.870527
17.848387,6.612654
19.130861,6.431192
18.411512,3.8137693
16.93948,6.6528687
18.600885,7.0546036
19.06696,5.6147423
18.441154,7.2197165
19.079765,4.7228937
17.79852,6.6331644
16.827005,7.8024197
18.681875,5.7498407
18.220337,8.045683
20.171753,7.3750486
17.934004,7.401871
20.234873,7.390493
18.477873,7.8575296
18.301273,6.5732055
18.861343,6.186382
19.63467,5.921328
17.564428,7.3984547
19.104433,7.1685867
